TransactionDate,Year,Month,Day,Weekday
2023-05-15 10:59:00,2023,5,15,Monday
2023-06-16 13:20:00,2023,6,16,Friday
2024-01-16 01:12:00,2024,1,16,Tuesday
2024-03-22 08:16:00,2024,3,22,Friday
2023-11-16 21:17:00,2023,11,16,Thursday
2023-11-30 20:35:00,2023,11,30,Thursday
2023-12-23 00:14:00,2023,12,23,Saturday
2023-10-21 01:32:00,2023,10,21,Saturday
2024-01-04 15:01:00,2024,1,4,Thursday
2023-11-15 05:38:00,2023,11,15,Wednesday
2023-12-23 19:21:00,2023,12,23,Saturday
2023-07-19 16:08:00,2023,7,19,Wednesday
2023-07-15 13:01:00,2023,7,15,Saturday
2023-08-17 06:23:00,2023,8,17,Thursday
2023-08-01 18:41:00,2023,8,1,Tuesday
2023-11-19 23:13:00,2023,11,19,Sunday
2023-09-22 10:54:00,2023,9,22,Friday
2024-04-20 23:41:00,2024,4,20,Saturday
2023-08-06 10:23:00,2023,8,6,Sunday
2023-07-08 01:36:00,2023,7,8,Saturday
2023-12-07 19:00:00,2023,12,7,Thursday
2024-04-26 17:31:00,2024,4,26,Friday
2023-12-29 08:15:00,2023,12,29,Friday
2024-03-07 10:36:00,2024,3,7,Thursday
2023-10-23 18:19:00,2023,10,23,Monday
2023-07-12 19:54:00,2023,7,12,Wednesday
2023-08-25 21:15:00,2023,8,25,Friday
2023-05-05 03:44:00,2023,5,5,Friday
2024-01-21 08:12:00,2024,1,21,Sunday
2024-03-15 09:05:00,2024,3,15,Friday
2023-09-18 04:53:00,2023,9,18,Monday
2024-02-13 22:41:00,2024,2,13,Tuesday
2023-09-23 17:56:00,2023,9,23,Saturday
2023-12-30 23:10:00,2023,12,30,Saturday
2023-10-05 13:19:00,2023,10,5,Thursday
2023-05-25 14:06:00,2023,5,25,Thursday
2023-07-04 18:02:00,2023,7,4,Tuesday
2024-04-21 16:43:00,2024,4,21,Sunday
2024-01-20 22:35:00,2024,1,20,Saturday
2024-03-09 14:43:00,2024,3,9,Saturday
2023-12-27 17:37:00,2023,12,27,Wednesday
2023-05-02 14:17:00,2023,5,2,Tuesday
2023-07-03 07:50:00,2023,7,3,Monday
2023-07-18 18:19:00,2023,7,18,Tuesday
2023-06-16 13:24:00,2023,6,16,Friday
2024-01-24 00:00:00,2024,1,24,Wednesday
2023-06-19 03:12:00,2023,6,19,Monday
2023-10-29 23:33:00,2023,10,29,Sunday
2023-11-17 18:00:00,2023,11,17,Friday
2024-04-04 01:09:00,2024,4,4,Thursday
2023-08-14 19:05:00,2023,8,14,Monday
2024-03-30 21:04:00,2024,3,30,Saturday
2023-12-11 15:48:00,2023,12,11,Monday
2023-05-12 06:19:00,2023,5,12,Friday
2024-02-22 03:19:00,2024,2,22,Thursday
2023-06-15 14:03:00,2023,6,15,Thursday
2023-08-23 19:22:00,2023,8,23,Wednesday
2024-01-13 07:06:00,2024,1,13,Saturday
2023-06-29 00:50:00,2023,6,29,Thursday
2023-06-25 16:15:00,2023,6,25,Sunday
2023-11-30 02:42:00,2023,11,30,Thursday
2023-10-06 16:04:00,2023,10,6,Friday
2024-01-27 01:57:00,2024,1,27,Saturday
2023-12-07 05:03:00,2023,12,7,Thursday
2024-03-10 04:43:00,2024,3,10,Sunday
2023-11-09 07:12:00,2023,11,9,Thursday
2023-09-18 01:35:00,2023,9,18,Monday
2024-03-07 11:32:00,2024,3,7,Thursday
2023-07-03 01:24:00,2023,7,3,Monday
2023-08-07 03:36:00,2023,8,7,Monday
2024-04-18 12:03:00,2024,4,18,Thursday
2023-06-22 23:48:00,2023,6,22,Thursday
2024-04-26 05:07:00,2024,4,26,Friday
2023-12-08 13:42:00,2023,12,8,Friday
2024-01-20 13:17:00,2024,1,20,Saturday
2024-03-10 07:01:00,2024,3,10,Sunday
2023-07-30 21:07:00,2023,7,30,Sunday
2023-10-03 11:48:00,2023,10,3,Tuesday
2023-09-23 01:05:00,2023,9,23,Saturday
2023-11-27 12:12:00,2023,11,27,Monday
2023-07-14 23:58:00,2023,7,14,Friday
2023-09-24 07:16:00,2023,9,24,Sunday
2023-05-10 00:18:00,2023,5,10,Wednesday
2024-04-22 15:35:00,2024,4,22,Monday
2023-11-06 02:22:00,2023,11,6,Monday
2023-11-23 15:12:00,2023,11,23,Thursday
2023-06-05 03:47:00,2023,6,5,Monday
2023-06-26 00:17:00,2023,6,26,Monday
2023-10-02 16:32:00,2023,10,2,Monday
2024-04-16 00:55:00,2024,4,16,Tuesday
2023-12-24 03:32:00,2023,12,24,Sunday
2024-03-24 22:11:00,2024,3,24,Sunday
2024-01-27 23:03:00,2024,1,27,Saturday
2023-07-27 14:45:00,2023,7,27,Thursday
2024-04-01 05:40:00,2024,4,1,Monday
2023-05-16 09:41:00,2023,5,16,Tuesday
2023-07-06 17:50:00,2023,7,6,Thursday
2023-07-28 20:49:00,2023,7,28,Friday
2023-09-10 14:15:00,2023,9,10,Sunday
2024-02-25 14:14:00,2024,2,25,Sunday
2023-07-23 05:04:00,2023,7,23,Sunday
2024-04-27 09:32:00,2024,4,27,Saturday
2023-11-05 23:34:00,2023,11,5,Sunday
2024-03-30 18:53:00,2024,3,30,Saturday
2023-10-08 04:09:00,2023,10,8,Sunday
2024-02-06 12:47:00,2024,2,6,Tuesday
2023-09-26 00:23:00,2023,9,26,Tuesday
2023-08-06 03:16:00,2023,8,6,Sunday
2023-10-04 15:22:00,2023,10,4,Wednesday
2024-03-13 11:28:00,2024,3,13,Wednesday
2023-06-24 11:58:00,2023,6,24,Saturday
2023-10-26 12:58:00,2023,10,26,Thursday
2024-02-29 10:53:00,2024,2,29,Thursday
2023-05-05 15:32:00,2023,5,5,Friday
2023-12-13 10:57:00,2023,12,13,Wednesday
2023-12-07 21:56:00,2023,12,7,Thursday
2024-04-18 17:49:00,2024,4,18,Thursday
2023-11-25 02:08:00,2023,11,25,Saturday
2024-03-07 21:28:00,2024,3,7,Thursday
2023-10-16 18:47:00,2023,10,16,Monday
2023-09-04 11:34:00,2023,9,4,Monday
2024-03-16 00:41:00,2024,3,16,Saturday
2023-07-19 10:14:00,2023,7,19,Wednesday
2023-11-23 00:54:00,2023,11,23,Thursday
2023-06-03 03:27:00,2023,6,3,Saturday
2024-02-29 08:10:00,2024,2,29,Thursday
2023-12-03 06:32:00,2023,12,3,Sunday
2023-05-20 01:34:00,2023,5,20,Saturday
2023-11-09 07:40:00,2023,11,9,Thursday
2023-10-20 03:07:00,2023,10,20,Friday
2024-01-09 12:56:00,2024,1,9,Tuesday
2024-01-29 21:18:00,2024,1,29,Monday
2023-12-21 07:00:00,2023,12,21,Thursday
2023-10-17 09:55:00,2023,10,17,Tuesday
2024-03-15 12:59:00,2024,3,15,Friday
2024-01-29 23:58:00,2024,1,29,Monday
2024-03-10 17:15:00,2024,3,10,Sunday
2024-03-31 00:32:00,2024,3,31,Sunday
2023-11-05 02:31:00,2023,11,5,Sunday
2024-03-09 07:16:00,2024,3,9,Saturday
2023-05-26 00:48:00,2023,5,26,Friday
2023-08-30 04:53:00,2023,8,30,Wednesday
2023-06-28 10:08:00,2023,6,28,Wednesday
2023-10-08 18:43:00,2023,10,8,Sunday
2023-11-04 13:32:00,2023,11,4,Saturday
2023-07-04 09:51:00,2023,7,4,Tuesday
2023-05-02 00:11:00,2023,5,2,Tuesday
2023-07-03 06:23:00,2023,7,3,Monday
2023-06-13 03:46:00,2023,6,13,Tuesday
2024-04-23 23:24:00,2024,4,23,Tuesday
2024-01-04 21:26:00,2024,1,4,Thursday
2023-11-20 15:24:00,2023,11,20,Monday
2023-08-08 19:30:00,2023,8,8,Tuesday
2023-12-23 16:27:00,2023,12,23,Saturday
2024-02-16 06:12:00,2024,2,16,Friday
2023-09-30 01:54:00,2023,9,30,Saturday
2023-11-27 10:02:00,2023,11,27,Monday
2023-07-15 08:14:00,2023,7,15,Saturday
2023-07-12 02:25:00,2023,7,12,Wednesday
2024-02-18 09:35:00,2024,2,18,Sunday
2024-02-17 18:42:00,2024,2,17,Saturday
2024-03-08 07:17:00,2024,3,8,Friday
2023-05-03 21:27:00,2023,5,3,Wednesday
2024-02-05 10:52:00,2024,2,5,Monday
2023-12-18 20:04:00,2023,12,18,Monday
2023-10-08 01:24:00,2023,10,8,Sunday
2023-11-06 05:25:00,2023,11,6,Monday
2023-06-20 02:22:00,2023,6,20,Tuesday
2023-05-04 00:45:00,2023,5,4,Thursday
2023-07-29 12:24:00,2023,7,29,Saturday
2024-02-21 04:40:00,2024,2,21,Wednesday
2023-08-26 23:38:00,2023,8,26,Saturday
2023-09-11 16:48:00,2023,9,11,Monday
2024-01-08 18:36:00,2024,1,8,Monday
2023-07-29 13:49:00,2023,7,29,Saturday
2024-01-26 00:26:00,2024,1,26,Friday
2024-01-12 12:20:00,2024,1,12,Friday
2023-11-10 07:33:00,2023,11,10,Friday
2024-01-25 14:37:00,2024,1,25,Thursday
2023-12-24 16:05:00,2023,12,24,Sunday
2024-02-28 08:51:00,2024,2,28,Wednesday
2023-12-11 18:13:00,2023,12,11,Monday
2023-07-21 02:03:00,2023,7,21,Friday
2024-02-04 10:59:00,2024,2,4,Sunday
2023-09-07 16:45:00,2023,9,7,Thursday
2023-09-03 16:44:00,2023,9,3,Sunday
2023-11-08 08:26:00,2023,11,8,Wednesday
2023-08-01 07:51:00,2023,8,1,Tuesday
2023-07-30 22:46:00,2023,7,30,Sunday
2023-10-13 21:30:00,2023,10,13,Friday
2024-02-26 02:59:00,2024,2,26,Monday
2023-07-08 14:20:00,2023,7,8,Saturday
2023-05-15 21:22:00,2023,5,15,Monday
2023-07-11 04:50:00,2023,7,11,Tuesday
2023-05-26 18:11:00,2023,5,26,Friday
2023-06-20 00:31:00,2023,6,20,Tuesday
2023-05-22 12:54:00,2023,5,22,Monday
2023-12-12 08:49:00,2023,12,12,Tuesday
2023-09-26 13:10:00,2023,9,26,Tuesday
2023-12-27 07:34:00,2023,12,27,Wednesday
2023-09-13 00:15:00,2023,9,13,Wednesday
2024-02-16 03:07:00,2024,2,16,Friday
2023-06-12 11:47:00,2023,6,12,Monday
2023-08-24 23:08:00,2023,8,24,Thursday
2023-05-04 23:47:00,2023,5,4,Thursday
2024-02-02 09:36:00,2024,2,2,Friday
2024-02-21 17:27:00,2024,2,21,Wednesday
2024-03-01 13:31:00,2024,3,1,Friday
2023-12-12 18:34:00,2023,12,12,Tuesday
2023-05-31 13:54:00,2023,5,31,Wednesday
2024-02-23 04:41:00,2024,2,23,Friday
2023-10-20 18:27:00,2023,10,20,Friday
2024-01-04 12:31:00,2024,1,4,Thursday
2023-11-13 23:07:00,2023,11,13,Monday
2024-03-07 17:18:00,2024,3,7,Thursday
2023-08-13 07:40:00,2023,8,13,Sunday
2023-09-04 01:51:00,2023,9,4,Monday
2024-02-05 05:43:00,2024,2,5,Monday
2023-09-08 20:13:00,2023,9,8,Friday
2023-06-28 07:30:00,2023,6,28,Wednesday
2023-05-21 22:35:00,2023,5,21,Sunday
2023-10-05 07:44:00,2023,10,5,Thursday
2023-08-06 03:15:00,2023,8,6,Sunday
2023-11-03 15:07:00,2023,11,3,Friday
2023-09-22 01:13:00,2023,9,22,Friday
2024-02-10 05:38:00,2024,2,10,Saturday
2023-08-21 04:56:00,2023,8,21,Monday
2023-10-30 05:10:00,2023,10,30,Monday
2024-03-26 03:40:00,2024,3,26,Tuesday
2023-11-06 07:35:00,2023,11,6,Monday
2023-07-27 00:53:00,2023,7,27,Thursday
2024-01-20 23:01:00,2024,1,20,Saturday
2023-10-13 16:57:00,2023,10,13,Friday
2023-10-08 14:32:00,2023,10,8,Sunday
2023-07-31 21:58:00,2023,7,31,Monday
2023-06-20 10:41:00,2023,6,20,Tuesday
2023-09-22 16:01:00,2023,9,22,Friday
2023-12-08 01:20:00,2023,12,8,Friday
2024-02-17 13:02:00,2024,2,17,Saturday
2024-02-26 17:52:00,2024,2,26,Monday
2023-09-24 19:47:00,2023,9,24,Sunday
2024-02-03 18:31:00,2024,2,3,Saturday
2024-03-30 23:28:00,2024,3,30,Saturday
2024-02-25 15:21:00,2024,2,25,Sunday
2024-02-07 03:37:00,2024,2,7,Wednesday
2023-07-06 00:05:00,2023,7,6,Thursday
2024-04-18 02:31:00,2024,4,18,Thursday
2023-08-07 11:47:00,2023,8,7,Monday
2023-06-25 00:56:00,2023,6,25,Sunday
2024-04-18 03:13:00,2024,4,18,Thursday
2024-01-04 17:35:00,2024,1,4,Thursday
2023-08-20 12:32:00,2023,8,20,Sunday
2024-04-16 16:11:00,2024,4,16,Tuesday
2024-03-10 03:08:00,2024,3,10,Sunday
2023-11-19 14:06:00,2023,11,19,Sunday
2023-12-01 20:11:00,2023,12,1,Friday
2023-11-10 05:13:00,2023,11,10,Friday
2023-07-19 13:27:00,2023,7,19,Wednesday
2023-11-10 18:41:00,2023,11,10,Friday
2024-04-25 01:03:00,2024,4,25,Thursday
2024-01-07 22:19:00,2024,1,7,Sunday
2023-06-21 16:49:00,2023,6,21,Wednesday
2023-11-15 19:38:00,2023,11,15,Wednesday
2024-02-05 14:50:00,2024,2,5,Monday
2024-01-14 04:34:00,2024,1,14,Sunday
2024-03-26 12:11:00,2024,3,26,Tuesday
2023-06-13 23:13:00,2023,6,13,Tuesday
2023-12-21 08:37:00,2023,12,21,Thursday
2023-08-20 13:02:00,2023,8,20,Sunday
2023-11-30 18:01:00,2023,11,30,Thursday
2024-04-25 00:33:00,2024,4,25,Thursday
2023-09-21 19:53:00,2023,9,21,Thursday
2023-09-05 08:02:00,2023,9,5,Tuesday
2024-04-12 19:48:00,2024,4,12,Friday
2023-05-26 19:53:00,2023,5,26,Friday
2023-10-09 01:20:00,2023,10,9,Monday
2023-06-28 06:09:00,2023,6,28,Wednesday
2023-05-01 11:06:00,2023,5,1,Monday
2023-08-25 03:04:00,2023,8,25,Friday
2024-04-22 16:32:00,2024,4,22,Monday
2023-05-16 05:17:00,2023,5,16,Tuesday
2023-06-23 06:50:00,2023,6,23,Friday
2023-08-09 09:57:00,2023,8,9,Wednesday
2024-01-04 15:20:00,2024,1,4,Thursday
2024-01-16 09:26:00,2024,1,16,Tuesday
2023-07-18 11:44:00,2023,7,18,Tuesday
2024-03-05 12:33:00,2024,3,5,Tuesday
2023-11-23 09:36:00,2023,11,23,Thursday
2023-10-12 09:59:00,2023,10,12,Thursday
2024-02-29 11:27:00,2024,2,29,Thursday
2023-10-22 22:06:00,2023,10,22,Sunday
2023-10-31 19:41:00,2023,10,31,Tuesday
2024-02-05 15:08:00,2024,2,5,Monday
2023-07-03 18:50:00,2023,7,3,Monday
2023-08-22 08:17:00,2023,8,22,Tuesday
2023-10-17 01:13:00,2023,10,17,Tuesday
2023-05-07 23:10:00,2023,5,7,Sunday
2023-09-13 06:39:00,2023,9,13,Wednesday
2023-11-04 21:39:00,2023,11,4,Saturday
2024-01-06 18:46:00,2024,1,6,Saturday
2023-06-27 14:35:00,2023,6,27,Tuesday
2023-06-14 04:59:00,2023,6,14,Wednesday
2023-08-14 19:20:00,2023,8,14,Monday
2023-11-25 17:56:00,2023,11,25,Saturday
2023-10-10 18:25:00,2023,10,10,Tuesday
2024-02-18 08:26:00,2024,2,18,Sunday
2023-12-08 12:47:00,2023,12,8,Friday
2023-05-06 21:35:00,2023,5,6,Saturday
2023-07-10 03:26:00,2023,7,10,Monday
2023-08-29 03:46:00,2023,8,29,Tuesday
2023-06-17 14:53:00,2023,6,17,Saturday
2023-12-20 16:24:00,2023,12,20,Wednesday
2023-06-10 15:55:00,2023,6,10,Saturday
2024-02-03 16:08:00,2024,2,3,Saturday
2023-06-10 10:00:00,2023,6,10,Saturday
2023-10-28 20:20:00,2023,10,28,Saturday
2023-05-15 19:06:00,2023,5,15,Monday
2023-08-15 21:43:00,2023,8,15,Tuesday
2023-05-02 07:26:00,2023,5,2,Tuesday
2023-09-06 01:29:00,2023,9,6,Wednesday
2023-07-20 20:12:00,2023,7,20,Thursday
2024-02-22 07:04:00,2024,2,22,Thursday
2024-01-13 04:29:00,2024,1,13,Saturday
2023-08-13 11:03:00,2023,8,13,Sunday
2023-10-16 10:27:00,2023,10,16,Monday
2023-07-29 13:01:00,2023,7,29,Saturday
2024-02-24 15:41:00,2024,2,24,Saturday
2023-11-23 19:55:00,2023,11,23,Thursday
2023-06-20 18:11:00,2023,6,20,Tuesday
2024-03-27 10:38:00,2024,3,27,Wednesday
2023-05-12 17:53:00,2023,5,12,Friday
2023-12-30 15:10:00,2023,12,30,Saturday
2023-07-26 07:51:00,2023,7,26,Wednesday
2023-09-05 13:39:00,2023,9,5,Tuesday
2024-01-19 02:02:00,2024,1,19,Friday
2024-02-06 06:08:00,2024,2,6,Tuesday
2023-06-24 02:39:00,2023,6,24,Saturday
2024-03-06 00:56:00,2024,3,6,Wednesday
2024-01-21 02:53:00,2024,1,21,Sunday
2023-11-14 15:05:00,2023,11,14,Tuesday
2024-01-28 14:21:00,2024,1,28,Sunday
2023-05-29 06:00:00,2023,5,29,Monday
2023-11-08 03:33:00,2023,11,8,Wednesday
2023-09-05 17:22:00,2023,9,5,Tuesday
2023-09-04 19:13:00,2023,9,4,Monday
2024-01-16 08:47:00,2024,1,16,Tuesday
2023-07-15 11:45:00,2023,7,15,Saturday
2023-06-23 05:28:00,2023,6,23,Friday
2024-04-02 11:21:00,2024,4,2,Tuesday
2024-02-20 21:35:00,2024,2,20,Tuesday
2023-11-25 01:16:00,2023,11,25,Saturday
2023-05-07 11:13:00,2023,5,7,Sunday
2024-01-15 08:59:00,2024,1,15,Monday
2024-01-27 08:50:00,2024,1,27,Saturday
2023-11-11 09:29:00,2023,11,11,Saturday
2024-01-29 08:40:00,2024,1,29,Monday
2023-05-05 12:23:00,2023,5,5,Friday
2023-05-31 06:31:00,2023,5,31,Wednesday
2024-04-21 23:04:00,2024,4,21,Sunday
2023-12-02 02:54:00,2023,12,2,Saturday
2024-04-06 17:20:00,2024,4,6,Saturday
2024-01-17 19:38:00,2024,1,17,Wednesday
2024-04-02 15:55:00,2024,4,2,Tuesday
2024-04-12 13:32:00,2024,4,12,Friday
2024-02-20 15:39:00,2024,2,20,Tuesday
2023-10-17 22:05:00,2023,10,17,Tuesday
2023-10-28 03:37:00,2023,10,28,Saturday
2023-06-03 13:34:00,2023,6,3,Saturday
2023-08-04 13:33:00,2023,8,4,Friday
2023-12-18 21:38:00,2023,12,18,Monday
2023-11-05 11:45:00,2023,11,5,Sunday
2023-09-22 09:47:00,2023,9,22,Friday
2023-11-19 13:07:00,2023,11,19,Sunday
2024-03-20 21:16:00,2024,3,20,Wednesday
2024-03-29 19:12:00,2024,3,29,Friday
2023-08-19 00:51:00,2023,8,19,Saturday
2023-10-31 18:50:00,2023,10,31,Tuesday
2023-06-20 09:50:00,2023,6,20,Tuesday
2023-08-17 15:43:00,2023,8,17,Thursday
2023-05-25 09:49:00,2023,5,25,Thursday
2024-03-09 12:19:00,2024,3,9,Saturday
2023-08-21 07:00:00,2023,8,21,Monday
2024-03-29 20:58:00,2024,3,29,Friday
2023-08-11 18:21:00,2023,8,11,Friday
2023-08-22 00:09:00,2023,8,22,Tuesday
2024-04-02 06:16:00,2024,4,2,Tuesday
2023-12-17 03:30:00,2023,12,17,Sunday
2023-06-11 08:27:00,2023,6,11,Sunday
2023-09-30 15:03:00,2023,9,30,Saturday
2023-07-16 02:00:00,2023,7,16,Sunday
2023-07-11 08:36:00,2023,7,11,Tuesday
2023-11-23 11:30:00,2023,11,23,Thursday
2024-04-01 10:57:00,2024,4,1,Monday
2023-05-25 05:43:00,2023,5,25,Thursday
2023-06-13 00:27:00,2023,6,13,Tuesday
2023-09-25 11:18:00,2023,9,25,Monday
2023-07-21 17:02:00,2023,7,21,Friday
2023-09-23 21:28:00,2023,9,23,Saturday
2023-07-07 21:34:00,2023,7,7,Friday
2024-04-20 18:59:00,2024,4,20,Saturday
2023-06-08 13:09:00,2023,6,8,Thursday
2024-01-17 13:24:00,2024,1,17,Wednesday
2023-10-04 18:25:00,2023,10,4,Wednesday
2023-05-10 00:00:00,2023,5,10,Wednesday
2024-01-25 01:29:00,2024,1,25,Thursday
2024-04-09 01:40:00,2024,4,9,Tuesday
2023-09-29 07:51:00,2023,9,29,Friday
2024-04-13 16:14:00,2024,4,13,Saturday
2024-02-25 20:37:00,2024,2,25,Sunday
2024-02-16 12:46:00,2024,2,16,Friday
2024-03-08 10:13:00,2024,3,8,Friday
2023-11-07 02:00:00,2023,11,7,Tuesday
2023-07-14 01:54:00,2023,7,14,Friday
2023-11-05 23:16:00,2023,11,5,Sunday
2024-03-25 13:52:00,2024,3,25,Monday
2023-08-04 09:17:00,2023,8,4,Friday
2024-01-22 10:51:00,2024,1,22,Monday
2023-10-18 05:18:00,2023,10,18,Wednesday
2023-12-18 12:48:00,2023,12,18,Monday
2024-04-01 00:26:00,2024,4,1,Monday
2024-02-01 00:47:00,2024,2,1,Thursday
2024-03-26 06:50:00,2024,3,26,Tuesday
2023-05-19 08:07:00,2023,5,19,Friday
2023-12-18 09:11:00,2023,12,18,Monday
2024-02-17 13:36:00,2024,2,17,Saturday
2023-05-22 01:13:00,2023,5,22,Monday
2024-01-25 03:58:00,2024,1,25,Thursday
2023-11-20 07:19:00,2023,11,20,Monday
2023-11-08 13:18:00,2023,11,8,Wednesday
2024-04-27 01:11:00,2024,4,27,Saturday
2023-07-15 15:56:00,2023,7,15,Saturday
2023-11-21 06:25:00,2023,11,21,Tuesday
2023-10-18 00:57:00,2023,10,18,Wednesday
2023-07-20 00:31:00,2023,7,20,Thursday
2024-01-07 03:03:00,2024,1,7,Sunday
2024-03-07 07:00:00,2024,3,7,Thursday
2023-07-09 07:10:00,2023,7,9,Sunday
2024-04-18 01:46:00,2024,4,18,Thursday
2024-04-05 10:37:00,2024,4,5,Friday
2024-01-13 10:03:00,2024,1,13,Saturday
2023-06-01 07:39:00,2023,6,1,Thursday
2024-01-11 16:03:00,2024,1,11,Thursday
2023-04-30 00:45:00,2023,4,30,Sunday
2024-01-16 20:16:00,2024,1,16,Tuesday
2024-01-12 12:53:00,2024,1,12,Friday
2023-06-27 05:55:00,2023,6,27,Tuesday
2023-09-22 21:17:00,2023,9,22,Friday
2023-10-23 09:29:00,2023,10,23,Monday
2023-12-26 00:49:00,2023,12,26,Tuesday
2023-12-25 05:20:00,2023,12,25,Monday
2024-04-14 22:05:00,2024,4,14,Sunday
2023-06-28 11:48:00,2023,6,28,Wednesday
2024-01-02 17:26:00,2024,1,2,Tuesday
2023-10-14 14:15:00,2023,10,14,Saturday
2023-09-24 09:52:00,2023,9,24,Sunday
2024-03-13 16:45:00,2024,3,13,Wednesday
2023-07-11 02:46:00,2023,7,11,Tuesday
2024-04-05 15:14:00,2024,4,5,Friday
2023-07-15 13:15:00,2023,7,15,Saturday
2023-05-23 11:58:00,2023,5,23,Tuesday
2023-07-01 16:59:00,2023,7,1,Saturday
2024-03-11 00:31:00,2024,3,11,Monday
2023-06-09 07:23:00,2023,6,9,Friday
2024-03-22 12:20:00,2024,3,22,Friday
2023-11-25 16:44:00,2023,11,25,Saturday
2024-03-22 04:07:00,2024,3,22,Friday
2023-09-03 03:58:00,2023,9,3,Sunday
2023-06-29 00:55:00,2023,6,29,Thursday
2023-09-13 13:00:00,2023,9,13,Wednesday
2024-02-09 08:08:00,2024,2,9,Friday
2023-06-03 08:52:00,2023,6,3,Saturday
2023-08-24 08:40:00,2023,8,24,Thursday
2023-10-19 02:49:00,2023,10,19,Thursday
2023-10-03 02:51:00,2023,10,3,Tuesday
2023-11-25 20:05:00,2023,11,25,Saturday
2024-03-09 11:46:00,2024,3,9,Saturday
2024-04-04 01:10:00,2024,4,4,Thursday
2023-07-30 22:24:00,2023,7,30,Sunday
2023-10-05 03:18:00,2023,10,5,Thursday
2023-10-06 06:34:00,2023,10,6,Friday
2023-07-17 17:56:00,2023,7,17,Monday
2023-05-03 09:37:00,2023,5,3,Wednesday
2024-02-21 17:39:00,2024,2,21,Wednesday
2023-07-09 01:46:00,2023,7,9,Sunday
2023-09-26 02:39:00,2023,9,26,Tuesday
2024-01-15 20:18:00,2024,1,15,Monday
2023-07-14 15:05:00,2023,7,14,Friday
2024-02-26 11:30:00,2024,2,26,Monday
2024-02-04 07:12:00,2024,2,4,Sunday
2023-08-20 12:50:00,2023,8,20,Sunday
2023-05-16 18:36:00,2023,5,16,Tuesday
2023-07-03 18:11:00,2023,7,3,Monday
2023-12-28 18:31:00,2023,12,28,Thursday
2023-08-13 03:31:00,2023,8,13,Sunday
2024-02-03 06:20:00,2024,2,3,Saturday
2024-01-29 16:04:00,2024,1,29,Monday
2023-11-04 17:56:00,2023,11,4,Saturday
2023-08-20 20:34:00,2023,8,20,Sunday
2023-09-24 07:17:00,2023,9,24,Sunday
2023-05-29 22:40:00,2023,5,29,Monday
2024-02-20 11:53:00,2024,2,20,Tuesday
2023-11-23 13:37:00,2023,11,23,Thursday
2023-10-03 18:28:00,2023,10,3,Tuesday
2023-12-15 01:45:00,2023,12,15,Friday
2023-08-15 10:11:00,2023,8,15,Tuesday
2023-11-03 23:16:00,2023,11,3,Friday
2024-02-19 14:16:00,2024,2,19,Monday
2023-05-17 22:20:00,2023,5,17,Wednesday
2023-05-27 19:37:00,2023,5,27,Saturday
2023-10-07 00:28:00,2023,10,7,Saturday
2023-07-07 15:53:00,2023,7,7,Friday
2023-05-29 08:15:00,2023,5,29,Monday
2023-07-13 09:44:00,2023,7,13,Thursday
2023-05-04 03:50:00,2023,5,4,Thursday
2023-11-18 06:49:00,2023,11,18,Saturday
2024-01-28 14:57:00,2024,1,28,Sunday
2024-04-05 11:51:00,2024,4,5,Friday
2024-04-07 23:24:00,2024,4,7,Sunday
2024-02-18 08:27:00,2024,2,18,Sunday
2023-06-03 12:29:00,2023,6,3,Saturday
2023-09-19 02:28:00,2023,9,19,Tuesday
2023-07-12 09:14:00,2023,7,12,Wednesday
2023-08-31 22:05:00,2023,8,31,Thursday
2023-11-03 08:23:00,2023,11,3,Friday
2023-06-30 03:31:00,2023,6,30,Friday
2024-03-04 00:09:00,2024,3,4,Monday
2024-01-12 06:35:00,2024,1,12,Friday
2024-01-02 10:44:00,2024,1,2,Tuesday
2024-01-01 01:53:00,2024,1,1,Monday
2023-07-04 15:36:00,2023,7,4,Tuesday
2024-01-21 12:45:00,2024,1,21,Sunday
2023-10-23 22:40:00,2023,10,23,Monday
2024-02-05 04:29:00,2024,2,5,Monday
2023-11-26 21:55:00,2023,11,26,Sunday
2024-03-16 01:14:00,2024,3,16,Saturday
2024-01-18 00:36:00,2024,1,18,Thursday
2023-08-17 01:11:00,2023,8,17,Thursday
2024-03-16 16:12:00,2024,3,16,Saturday
2023-05-19 09:22:00,2023,5,19,Friday
2023-05-12 21:00:00,2023,5,12,Friday
2024-01-19 07:56:00,2024,1,19,Friday
2024-01-29 12:46:00,2024,1,29,Monday
2024-02-01 22:24:00,2024,2,1,Thursday
2023-09-08 11:23:00,2023,9,8,Friday
2023-11-24 07:23:00,2023,11,24,Friday
2023-08-05 18:17:00,2023,8,5,Saturday
2023-10-10 22:00:00,2023,10,10,Tuesday
2024-04-24 07:07:00,2024,4,24,Wednesday
2023-11-28 21:00:00,2023,11,28,Tuesday
2023-06-21 12:16:00,2023,6,21,Wednesday
2023-09-02 10:44:00,2023,9,2,Saturday
2023-11-21 14:28:00,2023,11,21,Tuesday
2023-07-16 21:08:00,2023,7,16,Sunday
2023-06-21 05:20:00,2023,6,21,Wednesday
2023-05-26 23:34:00,2023,5,26,Friday
2023-05-28 16:21:00,2023,5,28,Sunday
2023-08-31 03:42:00,2023,8,31,Thursday
2024-04-16 21:49:00,2024,4,16,Tuesday
2023-11-23 01:32:00,2023,11,23,Thursday
2023-11-28 08:04:00,2023,11,28,Tuesday
